Constituency Number,Constituency Name,District,Candidate Name,Party,Votes,EVM Round Status,Image URL,Last Updated
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,VIJAYAKUMAR. N,Independent, 18 ,Status of EVM Round:7/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/NVIJA-2026-20260406093532.jpg,02:27 PM On 04/05/2026
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,HABEEB RAHAMAN. H,Independent, 17 ,Status of EVM Round:7/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/HABEE-2026-20260406075735.jpg,02:27 PM On 04/05/2026
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,RAMACHANDRAN. V,Independent, 15 ,Status of EVM Round:7/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAMAC-2026-20260406064227.jpg,02:27 PM On 04/05/2026
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,YESURAJ. I,Independent, 10 ,Status of EVM Round:7/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/YESUR-2026-20260405032636.jpg,02:27 PM On 04/05/2026
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,KUMAR. P,Independent, 10 ,Status of EVM Round:7/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/KUMAR-2026-20260406093133.jpg,02:27 PM On 04/05/2026
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,VINCENTRAJ. A,Independent, 10 ,Status of EVM Round:7/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VINCE-2026-20260406105711.jpg,02:27 PM On 04/05/2026
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,KUMAR. K,Independent, 8 ,Status of EVM Round:7/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KUMAR-2026-20260406091757.jpg,02:27 PM On 04/05/2026
142,THIRUVERUMBUR,TIRUCHIRAPPALLI,NOTA,None of the Above, 242 ,Status of EVM Round:7/23,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,NAGAJOTHI.S,Dravida Munnetra Kazhagam," 28,331 ",Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/NAGAJ-2026-20260412043052.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,AYYANAR.R,Tamilaga Vettri Kazhagam," 24,965 ",Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/AYYAN-2026-20260412043139.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,THENMOZHI.S,All India Anna Dravida Munnetra Kazhagam," 20,387 ",Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/THENM-2026-20260412043016.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,DR.KAILAI RAJAN.D,Naam Tamilar Katchi," 3,055 ",Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DRKA-2026-20260412042800.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,SELVAM.P B.A. B.L.,Republican Party of India (A), 274 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PSEL-2026-20260406052638.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,RAJALAKSHMI.M,Bahujan Samaj Party, 183 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RAJAL-2026-20260412043034.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,MANIKANDAN.P,Independent, 183 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MANIK-2026-20260412041756.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,SANKAR.P,Puthiya Tamilagam, 170 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SANKA-2026-20260412042528.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,ANBALAGAN.G,All India Puratchi Thalaivar Makkal Munnettra Kazhagam, 154 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/ANBAL-2026-20260412034030.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,VIJAYAPANDIYAN.M,Independent, 145 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/VIJAY-2026-20260412043235.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,MANOHARAN.M,Independent, 128 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MMAN-2026-20260404024105.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,ALAPPAN.A,Independent, 92 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/ALAPP-2026-20260412042555.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,PERUMAL.N,Independent, 75 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PERUM-2026-20260412043200.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,CHELLAM.K,Independent, 59 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/CHELL-2026-20260412042135.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,KARUPPAIAH.S,Independent, 20 ,Status of EVM Round:9/23,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/KARUP-2026-20260412041822.jpg,02:27 PM On 04/05/2026
130,NILAKKOTTAI,DINDIGUL,NOTA,None of the Above, 240 ,Status of EVM Round:9/23,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,VETRIVEL. S,All India Anna Dravida Munnetra Kazhagam," 46,595 ",Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SVET-2026-20260406071854.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,SENTHILKUMAR. K,Tamilaga Vettri Kazhagam," 41,818 ",Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KSEN-2026-20260406103058.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,MANIKANDAN. M,Dravida Munnetra Kazhagam," 36,891 ",Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MMAN-2026-20260406094434.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,NITHYA. A,Naam Tamilar Katchi," 4,107 ",Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ANIT-2026-20260330015451.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,DR. GURUNATHAN. S,Indhu Dravida Makkal Katchi, 574 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SGURU-2026-20260404011441.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,PARAMASIVAM. R,Independent, 269 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RPAR-2026-20260406110408.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,SETTUMUTHU. V,Bahujan Samaj Party, 249 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SETTU-2026-20260410111826.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,MANIKANDAN. D,Independent, 237 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DMAN-2026-20260406014345.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,MAYILKUMAR. M,Independent, 225 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MAYIL-2026-20260406070302.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,VIGNESH. A,Independent, 182 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AVIG-2026-20260406011101.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,DURAIRAJ. C,Independent, 160 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CDUR-2026-20260406012001.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,POOVARASAN. S,Independent, 154 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SPOOV-2026-20260404055633.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,VIJAYAKUMAR. M,Independent, 138 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MVIJ-2026-20260406100924.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,SENTHILKUMAR. R.S.,Tamizhaga Vaazhvurimai Katchi, 137 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RSS-2026-20260406111745.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,SALMAN. E,Independent, 97 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ESALM-2026-20260404062508.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,SAKTHIVEL. D,Independent, 83 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DSAKT-2026-20260406105503.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,MANIKANDAN. P,Independent, 83 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PMAN-2026-20260406063546.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,RANJITH KUMAR. V,Independent, 62 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VRAN-2026-20260406062312.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,RAMESHKUMAR. V,Independent, 54 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VRAM-2026-20260406101618.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,SAKTHIVEL. G,Independent, 51 ,Status of EVM Round:14/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GSAKT-2026-20260404064445.jpg,02:27 PM On 04/05/2026
87,SANKARI,SALEM,NOTA,None of the Above, 418 ,Status of EVM Round:14/25,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam," 36,895 ",Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CJOS-2026-20260402071446.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,S. INIGO IRUDAYARAJ,Dravida Munnetra Kazhagam," 23,395 ",Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SINI-2026-20260409114521.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,G. RAJASEKARAN,All India Anna Dravida Munnetra Kazhagam," 9,835 ",Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/GRAJ-2026-20260408074634.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,DR.KRISHNASAMY .V,Naam Tamilar Katchi," 1,781 ",Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DRKR-2026-20260330023555.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,P. CHARLES SAGAYARAJ,Independent, 164 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PCHA-2026-20260406101202.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,ROYAL RAJA,Tamizhaga Vaazhvurimai Katchi, 118 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KRAJ-2026-20260406100006.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,VIJAIA MOHANAAJI .MA,Vidial Valarchi Perani, 92 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAI-2026-20260402063133.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,R. ELANGOVAN,Bahujan Samaj Party, 79 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RELA-2026-20260406102745.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,KANNAN .S,Independent, 62 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SKAN-2026-20260406100331.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,SUKUMAR .S,Thamizhaka Padaippalar Makkal Katchi, 55 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SUKUM-2026-20260402065421.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,VIJAY .K,All India Jananayaka Makkal Kazhagam, 52 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAY-2026-20260406100806.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,S. PANNEER SELVAM,Independent, 45 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SPAN-2026-20260409050651.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,ANAND SELVARAJ,National Maha Sabha Party, 42 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ANAND-2026-20260406095651.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,C. NANDA KUMAR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam, 40 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CNAN-2026-20260404082809.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,G. SEBASTIAN ANAND,Independent, 35 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GSEB-2026-20260402064334.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,T. GANGAI ULAGANATHAN,Independent, 31 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/TGAN-2026-20260406104759.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,N. GOBINATH,Puthiya Tamilagam, 21 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/NGOP-2026-20260406103104.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,P. RAJENDRAN,Independent, 16 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PRAJ-2026-20260402073211.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,R. MUTHUKUMAR,Samaniya Makkal Nala Katchi, 14 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RMUT-2026-20260406095337.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,J. ROBERT CHRISTY,Independent, 13 ,Status of EVM Round:9/22,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/JROB-2026-20260408074702.jpg,02:27 PM On 04/05/2026
141,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,NOTA,None of the Above, 184 ,Status of EVM Round:9/22,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
137,KULITHALAI,KARUR,G.BALASUBRAMANI,Tamilaga Vettri Kazhagam," 36,583 ",Status of EVM Round:11/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BALAS-2026-20260404011533.jpg,02:27 PM On 04/05/2026
137,KULITHALAI,KARUR,SURIYANUR. A. CHANDRAN,Dravida Munnetra Kazhagam," 35,655 ",Status of EVM Round:11/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SURIY-2026-20260406053523.jpg,02:27 PM On 04/05/2026
137,KULITHALAI,KARUR,S.KARUNAKARAN,All India Anna Dravida Munnetra Kazhagam," 30,464 ",Status of EVM Round:11/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SKAR-2026-20260404014840.jpg,02:27 PM On 04/05/2026
137,KULITHALAI,KARUR,SELVA.NANMAARAN,Naam Tamilar Katchi," 4,369 ",Status of EVM Round:11/21,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SELVA-2026-20260402040044.jpg,02:27 PM On 04/05/2026
